Run_accession	Sub-lineage	Country_or_Province	SetPart
ERR2516513	2.2	Peru	South_America
ERR2516644	2.2	Peru	South_America
ERR2516716	2.2	Peru	South_America
ERR2515106	2.2	South_Africa	Africa
ERR2515118	2.2	South_Africa	Africa
ERR2515119	2.2	South_Africa	Africa
ERR2515121	2.2	South_Africa	Africa
ERR2515138	2.2	South_Africa	Africa
ERR2515149	2.2	South_Africa	Africa
ERR2515156	2.2	South_Africa	Africa
ERR2515173	2.2	South_Africa	Africa
ERR2515179	2.2	South_Africa	Africa
ERR2515190	2.2	South_Africa	Africa
ERR2515213	2.2	South_Africa	Africa
ERR2515223	2.2	South_Africa	Africa
ERR2515243	2.2	South_Africa	Africa
ERR2515257	2.2	South_Africa	Africa
ERR2515270	2.2	South_Africa	Africa
ERR2515271	2.2	South_Africa	Africa
ERR2515289	2.2	South_Africa	Africa
ERR2515297	2.2	South_Africa	Africa
ERR2515318	2.2	South_Africa	Africa
ERR2515324	2.2	South_Africa	Africa
ERR2515336	2.2	South_Africa	Africa
ERR2515365	2.2	South_Africa	Africa
ERR2515371	2.2	South_Africa	Africa
ERR2515377	2.2	South_Africa	Africa
ERR2515427	2.2	South_Africa	Africa
ERR2515448	2.2	South_Africa	Africa
ERR2515462	2.2	South_Africa	Africa
ERR2515466	2.2	South_Africa	Africa
ERR2515490	2.2	South_Africa	Africa
ERR2515519	2.2	South_Africa	Africa
ERR2515530	2.2	South_Africa	Africa
ERR2515577	2.2	South_Africa	Africa
ERR2515581	2.2	South_Africa	Africa
ERR2515587	2.2	South_Africa	Africa
ERR2515600	2.2	South_Africa	Africa
ERR2515633	2.2	South_Africa	Africa
ERR2515638	2.2	South_Africa	Africa
ERR2515653	2.2	South_Africa	Africa
ERR2515654	2.2	South_Africa	Africa
ERR2515658	2.2	South_Africa	Africa
ERR2515661	2.2	South_Africa	Africa
ERR2515680	2.2	South_Africa	Africa
ERR2515686	2.2	South_Africa	Africa
ERR2515705	2.2	South_Africa	Africa
ERR2515707	2.2	South_Africa	Africa
ERR2515710	2.2	South_Africa	Africa
ERR2515716	2.2	South_Africa	Africa
ERR2515725	2.2	South_Africa	Africa
ERR2515753	2.2	South_Africa	Africa
ERR2515758	2.2	South_Africa	Africa
ERR2515771	2.2	South_Africa	Africa
ERR2515779	2.2	South_Africa	Africa
ERR2515784	2.2	South_Africa	Africa
ERR2515785	2.2	South_Africa	Africa
ERR2515805	2.2	South_Africa	Africa
ERR2515811	2.2	South_Africa	Africa
ERR2515812	2.2	South_Africa	Africa
ERR2515854	2.2	South_Africa	Africa
ERR2515873	2.2	South_Africa	Africa
ERR2515885	2.2	South_Africa	Africa
ERR2515886	2.2	South_Africa	Africa
ERR2515898	2.2	South_Africa	Africa
ERR2515904	2.2	South_Africa	Africa
ERR2515911	2.2	South_Africa	Africa
ERR2515935	2.2	South_Africa	Africa
ERR2515974	2.2	South_Africa	Africa
ERR2515987	2.2	South_Africa	Africa
ERR2516003	2.2	South_Africa	Africa
ERR2516011	2.2	South_Africa	Africa
ERR2516039	2.2	South_Africa	Africa
ERR2516062	2.2	South_Africa	Africa
ERR2516064	2.2	South_Africa	Africa
ERR2516079	2.2	South_Africa	Africa
ERR2516080	2.2	South_Africa	Africa
ERR2516151	2.2	Spain	West_Europe
ERR8774561	2.2	Taiwan	South_China
SRR21746992	2.2	Taiwan	South_China
SRR21746994	2.2	Taiwan	South_China
SRR21747002	2.2	Taiwan	South_China
SRR21747003	2.2	Taiwan	South_China
SRR21747004	2.2	Taiwan	South_China
SRR21747005	2.2	Taiwan	South_China
SRR21747007	2.2	Taiwan	South_China
SRR21747009	2.2	Taiwan	South_China
SRR21747010	2.2	Taiwan	South_China
SRR21747011	2.2	Taiwan	South_China
SRR21747012	2.2	Taiwan	South_China
SRR21747013	2.2	Taiwan	South_China
SRR21747015	2.2	Taiwan	South_China
SRR21747016	2.2	Taiwan	South_China
SRR21747019	2.2	Taiwan	South_China
SRR21747022	2.2	Taiwan	South_China
SRR21747024	2.2	Taiwan	South_China
SRR21747027	2.2	Taiwan	South_China
SRR21747028	2.2	Taiwan	South_China
SRR21747030	2.2	Taiwan	South_China
SRR21747031	2.2	Taiwan	South_China
SRR21747032	2.2	Taiwan	South_China
SRR21747040	2.2	Taiwan	South_China
SRR21747042	2.2	Taiwan	South_China
SRR21747043	2.2	Taiwan	South_China
SRR21747045	2.2	Taiwan	South_China
SRR21747046	2.2	Taiwan	South_China
SRR21747047	2.2	Taiwan	South_China
SRR21747048	2.2	Taiwan	South_China
SRR21747049	2.2	Taiwan	South_China
SRR21747051	2.2	Taiwan	South_China
SRR21747061	2.2	Taiwan	South_China
SRR21747064	2.2	Taiwan	South_China
SRR21747065	2.2	Taiwan	South_China
SRR21747068	2.2	Taiwan	South_China
SRR21747069	2.2	Taiwan	South_China
SRR21747070	2.2	Taiwan	South_China
ERR2509679	2.2	United_Kingdom	West_Europe
ERR2509888	2.2	United_Kingdom	West_Europe
ERR2509894	2.2	United_Kingdom	West_Europe
ERR2509895	2.2	United_Kingdom	West_Europe
ERR2512413	2.2	United_Kingdom	West_Europe
ERR2512464	2.2	United_Kingdom	West_Europe
ERR2512506	2.2	United_Kingdom	West_Europe
ERR2512542	2.2	United_Kingdom	West_Europe
ERR2512591	2.2	United_Kingdom	West_Europe
ERR2512592	2.2	United_Kingdom	West_Europe
ERR2512930	2.2	United_Kingdom	West_Europe
ERR2513010	2.2	United_Kingdom	West_Europe
ERR2513063	2.2	United_Kingdom	West_Europe
ERR2513104	2.2	United_Kingdom	West_Europe
ERR2513125	2.2	United_Kingdom	West_Europe
ERR2513149	2.2	United_Kingdom	West_Europe
ERR2513157	2.2	United_Kingdom	West_Europe
ERR2513199	2.2	United_Kingdom	West_Europe
ERR2513218	2.2	United_Kingdom	West_Europe
ERR2513240	2.2	United_Kingdom	West_Europe
ERR2513241	2.2	United_Kingdom	West_Europe
ERR2513385	2.2	United_Kingdom	West_Europe
ERR2513427	2.2	United_Kingdom	West_Europe
ERR2513538	2.2	United_Kingdom	West_Europe
ERR2513564	2.2	United_Kingdom	West_Europe
ERR2513675	2.2	United_Kingdom	West_Europe
ERR2513783	2.2	United_Kingdom	West_Europe
ERR2513786	2.2	United_Kingdom	West_Europe
ERR2513866	2.2	United_Kingdom	West_Europe
ERR2513888	2.2	United_Kingdom	West_Europe
ERR2513897	2.2	United_Kingdom	West_Europe
ERR2513935	2.2	United_Kingdom	West_Europe
ERR2513963	2.2	United_Kingdom	West_Europe
ERR2513986	2.2	United_Kingdom	West_Europe
ERR2513987	2.2	United_Kingdom	West_Europe
ERR2514020	2.2	United_Kingdom	West_Europe
ERR2514025	2.2	United_Kingdom	West_Europe
ERR2514123	2.2	United_Kingdom	West_Europe
ERR2514185	2.2	United_Kingdom	West_Europe
ERR2514251	2.2	United_Kingdom	West_Europe
ERR2514282	2.2	United_Kingdom	West_Europe
ERR2514509	2.2	United_Kingdom	West_Europe
ERR2514591	2.2	United_Kingdom	West_Europe
ERR2514679	2.2	United_Kingdom	West_Europe
ERR2514694	2.2	United_Kingdom	West_Europe
ERR2514774	2.2	United_Kingdom	West_Europe
ERR2514848	2.2	United_Kingdom	West_Europe
ERR2514887	2.2	United_Kingdom	West_Europe
ERR2514891	2.2	United_Kingdom	West_Europe
ERR2514928	2.2	United_Kingdom	West_Europe
ERR2514939	2.2	United_Kingdom	West_Europe
ERR2515042	2.2	United_Kingdom	West_Europe
ERR2515075	2.2	United_Kingdom	West_Europe
ERR2515091	2.2	United_Kingdom	West_Europe
ERR2516762	2.2	United_Kingdom	West_Europe
ERR2516779	2.2	United_Kingdom	West_Europe
ERR2516785	2.2	United_Kingdom	West_Europe
ERR2516787	2.2	United_Kingdom	West_Europe
ERR2516805	2.2	United_Kingdom	West_Europe
ERR2516841	2.2	United_Kingdom	West_Europe
ERR2516845	2.2	United_Kingdom	West_Europe
ERR2516847	2.2	United_Kingdom	West_Europe
ERR2516856	2.2	United_Kingdom	West_Europe
ERR2516858	2.2	United_Kingdom	West_Europe
ERR2516866	2.2	United_Kingdom	West_Europe
ERR2516880	2.2	United_Kingdom	West_Europe
ERR2516897	2.2	United_Kingdom	West_Europe
ERR2516911	2.2	United_Kingdom	West_Europe
ERR2516926	2.2	United_Kingdom	West_Europe
ERR2516935	2.2	United_Kingdom	West_Europe
ERR2516959	2.2	United_Kingdom	West_Europe
ERR2516968	2.2	United_Kingdom	West_Europe
ERR2516973	2.2	United_Kingdom	West_Europe
ERR2516979	2.2	United_Kingdom	West_Europe
ERR2516994	2.2	United_Kingdom	West_Europe
ERR2517014	2.2	United_Kingdom	West_Europe
ERR2517015	2.2	United_Kingdom	West_Europe
ERR2517022	2.2	United_Kingdom	West_Europe
ERR2517027	2.2	United_Kingdom	West_Europe
ERR2517032	2.2	United_Kingdom	West_Europe
ERR2517036	2.2	United_Kingdom	West_Europe
ERR2517047	2.2	United_Kingdom	West_Europe
ERR2517050	2.2	United_Kingdom	West_Europe
ERR2517051	2.2	United_Kingdom	West_Europe
ERR2517059	2.2	United_Kingdom	West_Europe
ERR2517072	2.2	United_Kingdom	West_Europe
ERR2517090	2.2	United_Kingdom	West_Europe
ERR2517108	2.2	United_Kingdom	West_Europe
SRR21657195	2.2	United_States	North_America
SRR21657204	2.2	United_States	North_America
SRR21657206	2.2	United_States	North_America
SRR21657439	2.2	United_States	North_America
SRR21657635	2.2	United_States	North_America
SRR21658370	2.2	United_States	North_America
SRR21658565	2.2	United_States	North_America
SRR21658568	2.2	United_States	North_America
SRR21658770	2.2	United_States	North_America
SRR21658774	2.2	United_States	North_America
SRR21659026	2.2	United_States	North_America
SRR21659813	2.2	United_States	North_America
SRR21659824	2.2	United_States	North_America
SRR21661639	2.2	United_States	North_America
SRR21661646	2.2	United_States	North_America
SRR21662010	2.2	United_States	North_America
SRR21662012	2.2	United_States	North_America
SRR21662767	2.2	United_States	North_America
SRR21662804	2.2	United_States	North_America
SRR21662816	2.2	United_States	North_America
SRR21662817	2.2	United_States	North_America
SRR21662820	2.2	United_States	North_America
SRR21663275	2.2	United_States	North_America
SRR21674623	2.2	United_States	North_America
SRR21674634	2.2	United_States	North_America
SRR21674635	2.2	United_States	North_America
SRR21675442	2.2	United_States	North_America
SRR21675611	2.2	United_States	North_America
SRR21675636	2.2	United_States	North_America
SRR21675641	2.2	United_States	North_America
SRR21675642	2.2	United_States	North_America
SRR21675649	2.2	United_States	North_America
SRR21675690	2.2	United_States	North_America
SRR21675692	2.2	United_States	North_America
SRR21675841	2.2	United_States	North_America
SRR21675850	2.2	United_States	North_America
SRR21675852	2.2	United_States	North_America
SRR21675856	2.2	United_States	North_America
SRR21675860	2.2	United_States	North_America
SRR21675950	2.2	United_States	North_America
SRR21676411	2.2	United_States	North_America
SRR21676418	2.2	United_States	North_America
SRR21676427	2.2	United_States	North_America
SRR21677625	2.2	United_States	North_America
SRR21677949	2.2	United_States	North_America
SRR21677950	2.2	United_States	North_America
SRR21678368	2.2	United_States	North_America
SRR21678373	2.2	United_States	North_America
SRR21678376	2.2	United_States	North_America
SRR21685240	2.2	United_States	North_America
SRR21685247	2.2	United_States	North_America
SRR21685251	2.2	United_States	North_America
SRR21686602	2.2	United_States	North_America
SRR21708923	2.2	United_States	North_America
SRR21708942	2.2	United_States	North_America
SRR21709331	2.2	United_States	North_America
SRR21709337	2.2	United_States	North_America
SRR21709347	2.2	United_States	North_America
SRR21710574	2.2	United_States	North_America
SRR21710594	2.2	United_States	North_America
SRR21710676	2.2	United_States	North_America
SRR21710936	2.2	United_States	North_America
SRR21710938	2.2	United_States	North_America
SRR21713564	2.2	United_States	North_America
SRR21714040	2.2	United_States	North_America
SRR21714180	2.2	United_States	North_America
SRR21722119	2.2	United_States	North_America
SRR21722244	2.2	United_States	North_America
SRR21726735	2.2	United_States	North_America
SRR21726736	2.2	United_States	North_America
SRR21727564	2.2	United_States	North_America
SRR21727565	2.2	United_States	North_America
SRR21727718	2.2	United_States	North_America
SRR21728180	2.2	United_States	North_America
SRR21736939	2.2	United_States	North_America
SRR21737215	2.2	United_States	North_America
SRR23691441	2.2	Anhui	South_China
SRR23691313	2.2	Beijing	North_China
SRR23691326	2.2	Beijing	North_China
SRR23691332	2.2	Beijing	North_China
SRR23691341	2.2	Beijing	North_China
SRR23691362	2.2	Beijing	North_China
SRR23691372	2.2	Beijing	North_China
SRR23691380	2.2	Beijing	North_China
SRR23691382	2.2	Beijing	North_China
SRR23691393	2.2	Beijing	North_China
SRR23691397	2.2	Beijing	North_China
SRR23691398	2.2	Beijing	North_China
SRR23691402	2.2	Beijing	North_China
SRR23691414	2.2	Beijing	North_China
SRR23691430	2.2	Beijing	North_China
SRR23691342	2.2	Fujian	South_China
SRR23691370	2.2	Fujian	South_China
SRR23691421	2.2	Fujian	South_China
SRR23691422	2.2	Fujian	South_China
SRR23691423	2.2	Fujian	South_China
SRR23691320	2.2	Gansu	West_China
SRR23691337	2.2	Gansu	West_China
SRR23691366	2.2	Gansu	West_China
SRR23691418	2.2	Gansu	West_China
SRR23691419	2.2	Gansu	West_China
SRR23691420	2.2	Gansu	West_China
SRR23691426	2.2	Gansu	West_China
SRR23691314	2.2	Hebei	North_China
SRR23691316	2.2	Hebei	North_China
SRR23691327	2.2	Hebei	North_China
SRR23691331	2.2	Hebei	North_China
SRR23691333	2.2	Hebei	North_China
SRR23691343	2.2	Hebei	North_China
SRR23691348	2.2	Hebei	North_China
SRR23691359	2.2	Hebei	North_China
SRR23691360	2.2	Hebei	North_China
SRR23691361	2.2	Hebei	North_China
SRR23691367	2.2	Hebei	North_China
SRR23691368	2.2	Hebei	North_China
SRR23691376	2.2	Hebei	North_China
SRR23691377	2.2	Hebei	North_China
SRR23691379	2.2	Hebei	North_China
SRR23691385	2.2	Hebei	North_China
SRR23691387	2.2	Hebei	North_China
SRR23691399	2.2	Hebei	North_China
SRR23691403	2.2	Hebei	North_China
SRR23691405	2.2	Hebei	North_China
SRR23691412	2.2	Hebei	North_China
SRR23691429	2.2	Hebei	North_China
SRR23691431	2.2	Hebei	North_China
SRR23691433	2.2	Hebei	North_China
SRR23691434	2.2	Hebei	North_China
SRR23691446	2.2	Hebei	North_China
SRR23691449	2.2	Hebei	North_China
SRR23691336	2.2	Heilongjiang	North_China
SRR23691344	2.2	Heilongjiang	North_China
SRR23691346	2.2	Heilongjiang	North_China
SRR23691381	2.2	Heilongjiang	North_China
SRR23691391	2.2	Heilongjiang	North_China
SRR23691392	2.2	Heilongjiang	North_China
SRR23691424	2.2	Heilongjiang	North_China
SRR23691438	2.2	Heilongjiang	North_China
SRR23691321	2.2	Henan	North_China
SRR23691349	2.2	Henan	North_China
SRR23691351	2.2	Henan	North_China
SRR23691357	2.2	Henan	North_China
SRR23691369	2.2	Henan	North_China
SRR23691371	2.2	Henan	North_China
SRR23691390	2.2	Henan	North_China
SRR23691444	2.2	Henan	North_China
SRR23691440	2.2	Hubei	South_China
SRR23691338	2.2	Inner_Mongolia	North_China
SRR23691363	2.2	Inner_Mongolia	North_China
SRR23691386	2.2	Inner_Mongolia	North_China
SRR23691389	2.2	Inner_Mongolia	North_China
SRR23691396	2.2	Inner_Mongolia	North_China
SRR23691406	2.2	Inner_Mongolia	North_China
SRR23691442	2.2	Inner_Mongolia	North_China
SRR23691448	2.2	Inner_Mongolia	North_China
SRR23691339	2.2	Jiangsu	South_China
SRR23691445	2.2	Jiangsu	South_China
SRR23691322	2.2	Jilin	North_China
SRR23691325	2.2	Jilin	North_China
SRR23691395	2.2	Jilin	North_China
SRR23691404	2.2	Jilin	North_China
SRR23691415	2.2	Jilin	North_China
SRR23691416	2.2	Jilin	North_China
SRR23691435	2.2	Jilin	North_China
SRR23938586	2.2	Kazakhstan	Central_Asia
SRR23938587	2.2	Kazakhstan	Central_Asia
SRR23938588	2.2	Kazakhstan	Central_Asia
SRR23938589	2.2	Kazakhstan	Central_Asia
SRR23938590	2.2	Kazakhstan	Central_Asia
SRR23938591	2.2	Kazakhstan	Central_Asia
SRR23938593	2.2	Kazakhstan	Central_Asia
SRR23938594	2.2	Kazakhstan	Central_Asia
SRR23938597	2.2	Kazakhstan	Central_Asia
SRR23938598	2.2	Kazakhstan	Central_Asia
SRR23938600	2.2	Kazakhstan	Central_Asia
SRR23938601	2.2	Kazakhstan	Central_Asia
SRR23938602	2.2	Kazakhstan	Central_Asia
SRR23938604	2.2	Kazakhstan	Central_Asia
SRR23938605	2.2	Kazakhstan	Central_Asia
SRR23938608	2.2	Kazakhstan	Central_Asia
SRR23938681	2.2	Kazakhstan	Central_Asia
SRR23938682	2.2	Kazakhstan	Central_Asia
SRR23938683	2.2	Kazakhstan	Central_Asia
SRR23938686	2.2	Kazakhstan	Central_Asia
SRR23938688	2.2	Kazakhstan	Central_Asia
SRR23938689	2.2	Kazakhstan	Central_Asia
SRR23938690	2.2	Kazakhstan	Central_Asia
SRR23938691	2.2	Kazakhstan	Central_Asia
SRR23938692	2.2	Kazakhstan	Central_Asia
SRR23938693	2.2	Kazakhstan	Central_Asia
SRR23938694	2.2	Kazakhstan	Central_Asia
SRR23938695	2.2	Kazakhstan	Central_Asia
SRR23938697	2.2	Kazakhstan	Central_Asia
SRR23938698	2.2	Kazakhstan	Central_Asia
SRR23938699	2.2	Kazakhstan	Central_Asia
SRR23938700	2.2	Kazakhstan	Central_Asia
SRR23938701	2.2	Kazakhstan	Central_Asia
SRR23938702	2.2	Kazakhstan	Central_Asia
SRR23938703	2.2	Kazakhstan	Central_Asia
SRR23938704	2.2	Kazakhstan	Central_Asia
SRR23938705	2.2	Kazakhstan	Central_Asia
SRR23691317	2.2	Liaoning	North_China
SRR23691356	2.2	Liaoning	North_China
SRR23691374	2.2	Liaoning	North_China
SRR23691447	2.2	Qinghai	West_China
SRR23691347	2.2	Shaanxi	North_China
SRR23691432	2.2	Shaanxi	North_China
SRR23691437	2.2	Shaanxi	North_China
SRR23691329	2.2	Shandong	North_China
SRR23691383	2.2	Shandong	North_China
SRR23691388	2.2	Shandong	North_China
SRR23691425	2.2	Shandong	North_China
SRR23691428	2.2	Shandong	North_China
SRR23691328	2.2	Shanxi	North_China
SRR23691330	2.2	Shanxi	North_China
SRR23691350	2.2	Shanxi	North_China
SRR23691364	2.2	Shanxi	North_China
SRR23691365	2.2	Shanxi	North_China
SRR23691384	2.2	Shanxi	North_China
SRR23691394	2.2	Shanxi	North_China
SRR23691400	2.2	Shanxi	North_China
SRR23691439	2.2	Shanxi	North_China
SRR23691443	2.2	Shanxi	North_China
SRR23691411	2.2	Tianjin	North_China
SRR23691407	2.2	Tibet	West_China
SRR23691408	2.2	Tibet	West_China
SRR23691409	2.2	Tibet	West_China
SRR23691410	2.2	Tibet	West_China
SRR23691315	2.2	Yunnan	Southwest_China
SRR23691354	2.2	Yunnan	Southwest_China
SRR1724014	4.1	Fujian	South_China
SRR3082135	4.1	Tunisia	Africa
SRR3082141	4.1	Tunisia	Africa
SRR3082142	4.1	Tunisia	Africa
SRR3085266	4.1	Tunisia	Africa
SRR3085305	4.1	Tunisia	Africa
SRR3085366	4.1	Tunisia	Africa
SRR3085370	4.1	Tunisia	Africa
SRR3086374	4.1	Tunisia	Africa
SRR6930930	4.1	United_States	North_America
SRR14179701	4.1	Sri_Lanka	Southeast_Asia
SRR14179703	4.1	Sri_Lanka	Southeast_Asia
SRR14179706	4.1	Sri_Lanka	Southeast_Asia
SRR14179708	4.1	Sri_Lanka	Southeast_Asia
SRR16089536	4.1	United_States	North_America
SRR16097552	4.1	United_States	North_America
SRR16100731	4.1	United_States	North_America
SRR16103898	4.1	United_States	North_America
SRR16115866	4.1	United_States	North_America
ERR7737718	4.1	Ethiopia	Africa
SRR18511611	4.1	Jiangsu	South_China
SRR21747036	4.1	Taiwan	South_China
SRR21747066	4.1	Taiwan	South_China
SRR21657637	4.1	United_States	North_America
SRR21657642	4.1	United_States	North_America
SRR21658560	4.1	United_States	North_America
SRR21658643	4.1	United_States	North_America
SRR21658762	4.1	United_States	North_America
SRR21658767	4.1	United_States	North_America
SRR21659828	4.1	United_States	North_America
SRR21661625	4.1	United_States	North_America
SRR21662827	4.1	United_States	North_America
SRR21675599	4.1	United_States	North_America
SRR21675633	4.1	United_States	North_America
SRR21675693	4.1	United_States	North_America
SRR21675704	4.1	United_States	North_America
SRR21675861	4.1	United_States	North_America
SRR21676310	4.1	United_States	North_America
SRR21676407	4.1	United_States	North_America
SRR21676419	4.1	United_States	North_America
SRR21676425	4.1	United_States	North_America
SRR21676521	4.1	United_States	North_America
SRR21676944	4.1	United_States	North_America
SRR21676948	4.1	United_States	North_America
SRR21677936	4.1	United_States	North_America
SRR21677938	4.1	United_States	North_America
SRR21678362	4.1	United_States	North_America
SRR21678379	4.1	United_States	North_America
SRR21686112	4.1	United_States	North_America
SRR21709621	4.1	United_States	North_America
SRR21713561	4.1	United_States	North_America
SRR21714031	4.1	United_States	North_America
SRR21727563	4.1	United_States	North_America
SRR21727569	4.1	United_States	North_America
SRR21727717	4.1	United_States	North_America
SRR21727734	4.1	United_States	North_America
SRR21736945	4.1	United_States	North_America
SRR21737217	4.1	United_States	North_America
SRR22577871	4.1	United_States	North_America
SRR23938592	4.1	Kazakhstan	Central_Asia
ERR133833	4.1	Russia	East_Europe
ERR234627	4.1	Russia	East_Europe
ERR025847	4.1	United_Kingdom	West_Europe
ERR038256	4.1	United_Kingdom	West_Europe
ERR038277	4.1	United_Kingdom	West_Europe
ERR038278	4.1	United_Kingdom	West_Europe
ERR038281	4.1	United_Kingdom	West_Europe
ERR038286	4.1	United_Kingdom	West_Europe
ERR046738	4.1	United_Kingdom	West_Europe
ERR046746	4.1	United_Kingdom	West_Europe
ERR046786	4.1	United_Kingdom	West_Europe
ERR046798	4.1	United_Kingdom	West_Europe
ERR046800	4.1	United_Kingdom	West_Europe
ERR046864	4.1	United_Kingdom	West_Europe
ERR046865	4.1	United_Kingdom	West_Europe
ERR046924	4.1	United_Kingdom	West_Europe
ERR046943	4.1	United_Kingdom	West_Europe
ERR046991	4.1	United_Kingdom	West_Europe
ERR046993	4.1	United_Kingdom	West_Europe
ERR046994	4.1	United_Kingdom	West_Europe
SRR6044916	4.1	United_Kingdom	West_Europe
SRR6045024	4.1	United_Kingdom	West_Europe
SRR6045414	4.1	United_Kingdom	West_Europe
SRR6045622	4.1	United_Kingdom	West_Europe
SRR6046112	4.1	United_Kingdom	West_Europe
SRR6046150	4.1	United_Kingdom	West_Europe
SRR6046222	4.1	United_Kingdom	West_Europe
SRR6046256	4.1	United_Kingdom	West_Europe
SRR6046389	4.1	United_Kingdom	West_Europe
SRR6046895	4.1	United_Kingdom	West_Europe
SRR1172164	4.3	Iran	West_Asia
SRR3082101	4.3	Tunisia	Africa
SRR3082134	4.3	Tunisia	Africa
SRR3082139	4.3	Tunisia	Africa
SRR3085303	4.3	Tunisia	Africa
SRR3085306	4.3	Tunisia	Africa
SRR3085365	4.3	Tunisia	Africa
SRR3086376	4.3	Tunisia	Africa
SRR6930924	4.3	United_States	North_America
SRR12416818	4.3	Indonesia	Southeast_Asia
SRR12416821	4.3	Indonesia	Southeast_Asia
SRR12416836	4.3	Indonesia	Southeast_Asia
SRR11786874	4.3	Kyrgyzstan	Central_Asia
SRR16089902	4.3	United_States	North_America
SRR16096996	4.3	United_States	North_America
SRR16115078	4.3	United_States	North_America
SRR16115864	4.3	United_States	North_America
SRR16115871	4.3	United_States	North_America
SRR21657198	4.3	United_States	North_America
SRR21658628	4.3	United_States	North_America
SRR21659027	4.3	United_States	North_America
SRR21659043	4.3	United_States	North_America
SRR21661624	4.3	United_States	North_America
SRR21662027	4.3	United_States	North_America
SRR21662766	4.3	United_States	North_America
SRR21662819	4.3	United_States	North_America
SRR21674630	4.3	United_States	North_America
SRR21675862	4.3	United_States	North_America
SRR21676306	4.3	United_States	North_America
SRR21676320	4.3	United_States	North_America
SRR21678377	4.3	United_States	North_America
SRR21685116	4.3	United_States	North_America
SRR21709620	4.3	United_States	North_America
SRR21710573	4.3	United_States	North_America
SRR21710715	4.3	United_States	North_America
SRR21714047	4.3	United_States	North_America
SRR21722063	4.3	United_States	North_America
SRR21722253	4.3	United_States	North_America
SRR21736946	4.3	United_States	North_America
SRR21737231	4.3	United_States	North_America
SRR23691318	4.3	Hebei	North_China
SRR23938599	4.3	Kazakhstan	Central_Asia
SRR23938603	4.3	Kazakhstan	Central_Asia
SRR23938684	4.3	Kazakhstan	Central_Asia
ERR067612	4.3	Russia	East_Europe
ERR133985	4.3	Russia	East_Europe
ERR228033	4.3	Russia	East_Europe
ERR234685	4.3	Russia	East_Europe
ERR039336	4.3	United_Kingdom	West_Europe
ERR046894	4.3	United_Kingdom	West_Europe
ERR047010	4.3	United_Kingdom	West_Europe
ERR047012	4.3	United_Kingdom	West_Europe
SRR3675578	4.3	United_Kingdom	West_Europe
SRR6045445	4.3	United_Kingdom	West_Europe
SRR6045543	4.3	United_Kingdom	West_Europe
SRR6046044	4.3	United_Kingdom	West_Europe
SRR6046260	4.3	United_Kingdom	West_Europe
SRR6046636	4.3	United_Kingdom	West_Europe
ERR017793	4.6	Russia	East_Europe
ERR017798	4.6	Russia	East_Europe
ERR046834	4.6	United_Kingdom	West_Europe
ERR046838	4.6	United_Kingdom	West_Europe
ERR046839	4.6	United_Kingdom	West_Europe
ERR046981	4.6	United_Kingdom	West_Europe
ERR046996	4.6	United_Kingdom	West_Europe
ERR036194	4.6	Malawi	Africa
ERR037477	4.6	Malawi	Africa
ERR038738	4.6	Uganda	Africa
ERR038739	4.6	Uganda	Africa
ERR038740	4.6	Uganda	Africa
ERR038748	4.6	Uganda	Africa
ERR038749	4.6	Uganda	Africa
ERR038750	4.6	Uganda	Africa
ERR040125	4.6	Uganda	Africa
ERR040127	4.6	Uganda	Africa
ERR040131	4.6	Uganda	Africa
ERR040135	4.6	Uganda	Africa
ERR234187	4.6	Ghana	Africa
ERR234200	4.6	Ghana	Africa
ERR234163	4.6	Tanzania	Africa
ERR234171	4.6	Uganda	Africa
ERR234172	4.6	Uganda	Africa
ERR234173	4.6	Uganda	Africa
SRR21657213	4.6	United_States	North_America
SRR21658559	4.6	United_States	North_America
SRR21659812	4.6	United_States	North_America
SRR6045507	4.6	United_Kingdom	West_Europe
SRR6045552	4.6	United_Kingdom	West_Europe
SRR6046067	4.6	United_Kingdom	West_Europe
SRR6046550	4.6	United_Kingdom	West_Europe
ERR036227	4.7	Malawi	Africa
ERR245743	4.7	Malawi	Africa
ERR245807	4.7	Malawi	Africa
SRR12416846	4.7	Indonesia	Southeast_Asia
SRR21709333	4.7	United_States	North_America
ERR983232	4.7	Myanmar	Southeast_Asia
ERR027469	4.8	Russia	East_Europe
ERR047886	4.8	Russia	East_Europe
ERR047891	4.8	Russia	East_Europe
ERR067579	4.8	Russia	East_Europe
ERR067602	4.8	Russia	East_Europe
ERR067614	4.8	Russia	East_Europe
ERR067640	4.8	Russia	East_Europe
ERR067666	4.8	Russia	East_Europe
ERR067676	4.8	Russia	East_Europe
ERR067678	4.8	Russia	East_Europe
ERR067680	4.8	Russia	East_Europe
ERR067682	4.8	Russia	East_Europe
ERR067685	4.8	Russia	East_Europe
ERR067708	4.8	Russia	East_Europe
ERR067726	4.8	Russia	East_Europe
ERR067735	4.8	Russia	East_Europe
ERR067756	4.8	Russia	East_Europe
ERR067763	4.8	Russia	East_Europe
ERR025837	4.8	United_Kingdom	West_Europe
ERR025838	4.8	United_Kingdom	West_Europe
ERR038254	4.8	United_Kingdom	West_Europe
ERR038255	4.8	United_Kingdom	West_Europe
ERR038283	4.8	United_Kingdom	West_Europe
ERR038284	4.8	United_Kingdom	West_Europe
ERR039339	4.8	United_Kingdom	West_Europe
ERR039340	4.8	United_Kingdom	West_Europe
