Gene	Type	StartPos	EndPos	4.2bNOchina_KLvalue	4.2bNOchina_Hvalue	4.2bNOchina_DFvalue
5pUTR-Rv0530	5pUTR	620836	620910	0.0	1.3046391290800936	0.0
5pUTR-Rv0533c	5pUTR	625483	625554	0.0009604246277151174	1.3242410405591754	-0.009780350540543492
PROM-1339	promoter	625484	625604	0.0002991512051400136	1.3333206270269606	-0.001505174452707203
PROM-452	promoter	626395	626515	0.0	1.338313924201179	0.0
5pUTR-Rv0535	5pUTR	626445	626460	0.0	1.2820462400528467	0.0
5pUTR-Rv0537c	5pUTR	629734	629976	0.0	1.3301841773310519	0.0
5pUTR-Rv0537c-2	5pUTR	629734	629967	0.0	1.3330182730710969	0.0
PROM-619	promoter	629790	629910	0.0	1.3130884429964358	0.0
5pUTR-Rv0538	5pUTR	629840	630043	0.0	1.3431571638225277	0.0
PROM-1054	promoter	629888	630008	0.0	1.358762140350683	0.0
PROM-1241	promoter	629897	630017	0.0	1.3619033455591576	0.0
PROM-959	promoter	629906	630026	0.0	1.362325616587249	0.0
5pUTR-Rv0538-2	5pUTR	629938	630043	0.0	1.3470552378322547	0.0
PROM-1040	promoter	635857	635977	3.324450492669939e-09	1.3539939183668332	-1.722597881875787e-05
5pUTR-Rv0543c	5pUTR	635878	635927	0.0	1.3357973228286633	0.0
5pUTR-Rv0545c	5pUTR	637466	637541	0.0	1.3660005431269633	0.0
PROM-630	promoter	637471	637591	0.0	1.3800250596619443	0.0
PROM-1619	promoter	637902	638022	0.0	1.3208360394056529	0.0
5pUTR-Rv0546c	5pUTR	637972	638391	2.7668273228087514e-10	1.317432203689095	6.084131171923968e-06
PROM-590	promoter	638321	638441	0.0	1.3382781095095588	0.0
PROM-1723	promoter	638849	638969	0.0	1.3627787203281962	0.0
5pUTR-Rv0548c	5pUTR	639959	640169	0.0	1.340098038259645	0.0
PROM-214	promoter	640099	640219	0.0	1.3487934800976213	0.0
PROM-1879	promoter	642744	642864	3.697590122975214e-09	1.3421551508007585	1.3132189022602159e-05
repeat-region16	repeat-region	642754	642811	0.0	1.274833983073027	0.0
PROM-1069	promoter	644353	644473	0.0	1.2962201547007508	0.0
5pUTR-Rv0553	5pUTR	644403	644493	0.0	1.2811530222305083	0.0
PROM-1561	promoter	645420	645540	0.0	1.3323971172143074	0.0
PROM-265	promoter	648110	648230	0.0	1.352459145608899	0.0
5pUTR-Rv0557	5pUTR	648160	648539	2.346031702238349e-10	1.3546240324371215	-7.939269038859109e-07
PROM-2031	promoter	650678	650798	0.0	1.3510555222309595	0.0
PROM-1763	promoter	652724	652844	0.0	1.3233204388182203	0.0
PROM-325	promoter	653790	653910	0.0	1.3747591068353024	0.0
5pUTR-Rv0563	5pUTR	653840	653882	0.0	1.378906354742902	0.0
PROM-423	promoter	657430	657550	0.0	1.3546634763367953	0.0
5pUTR-Rv0565c	5pUTR	657473	657500	0.0	1.381174823190154	0.0
PROM-1133	promoter	658005	658125	0.0	1.3408320435397267	0.0
PROM-84	promoter	658018	658138	0.0	1.3371470283047018	0.0
5pUTR-Rv0566c	5pUTR	658042	658088	0.0	1.2927488514562362	0.0
5pUTR-Rv0566c-2	5pUTR	658042	658075	0.0	1.2991726797141816	0.0
PROM-1200	promoter	658062	658182	0.0	1.3620004133781687	0.0
Rvnt05	tRNA	658109	658189	0.0	1.3530314360793498	0.0
5pUTR-Rv0567	5pUTR	658112	658324	0.0	1.3367945155442655	0.0
PROM-41	promoter	660937	661057	0.0	1.348809979000829	0.0
5pUTR-Rv0569	5pUTR	660987	661006	0.0	1.2870215789352992	0.0
terminator10006	TRITSite	663381	663462	1.591178135362803e-07	1.373848442300114	-7.858072333460919e-05
terminator10096	TRITSite	663383	663464	1.6170794936432031e-07	1.3667372433241884	-8.871700915313863e-05
PROM-740	promoter	665345	665465	0.0	1.3169349470546146	0.0
5pUTR-Rv0572c	5pUTR	665386	665415	0.0	1.2478118350625202	0.0
5pUTR-Rv0578c	5pUTR	675919	676034	0.0	1.358014659230756	0.0
PROM-827	promoter	675954	676074	0.0	1.382658019747868	0.0
PROM-1384	promoter	675964	676084	0.0	1.3782695782314633	0.0
5pUTR-Rv0579-2	5pUTR	676004	676241	0.0	1.3570829987753823	0.0
PROM-14	promoter	676008	676128	0.0	1.3495287047281093	0.0
5pUTR-Rv0579	5pUTR	676058	676241	0.0	1.34448100777248	0.0
PROM-1860	promoter	677549	677669	0.0	1.3464945617509558	0.0
PROM-1567	promoter	677663	677783	0.0	1.3533455260370606	0.0
PROM-1341	promoter	679053	679173	0.0	1.3601724840297105	0.0
5pUTR-Rv0583c	5pUTR	679078	679148	0.0	1.345042926268716	0.0
5pUTR-Rv0583c-2	5pUTR	679078	679123	0.0	1.3062909192659806	0.0
PROM-417	promoter	679078	679198	0.0	1.3583833919017407	0.0
PROM-556	promoter	684261	684381	0.00033730202227161277	1.3525472059309802	0.005633938285250162
5pUTR-Rv0585c	5pUTR	684275	684331	0.00202928807307734	1.292752952660103	0.021303187874273544
PROM-1664	promoter	684363	684483	2.4368723705592288e-09	1.3639377952778298	4.4800704854242035e-06
PROM-1573	promoter	697733	697853	0.0	1.3532827347168477	0.0
PROM-99	promoter	699769	699889	0.0	1.3669771948766192	0.0
5pUTR-Rv0603	5pUTR	699819	699859	0.0	1.291979547093607	0.0
repeat-region17	repeat-region	701247	701369	0.0	1.3074844978728708	0.0
IS1	IS1536	701384	702767	7.291609538384591e-10	1.3329960711682411	5.318256693920276e-06
PROM-818	promoter	703172	703292	0.0	1.3742754395593595	0.0
PROM-837	promoter	703180	703300	0.0	1.3800250596619443	0.0
5pUTR-Rv0608	5pUTR	703222	703247	0.0	1.327778362011141	0.0
5pUTR-Rv0608-2	5pUTR	703230	703247	0.0	1.2762573642361792	0.0
repeat-region18	repeat-region	703912	703985	6.292728338408438e-09	1.3064172640013711	-1.701952229932191e-05
RVnc0005	ncRNA	704187	704247	0.0	1.2962444264547979	0.0
5pUTR-Rv0610c	5pUTR	705912	706246	0.0	1.3444885110669225	0.0
PROM-481	promoter	706028	706148	0.0	1.3272703414993168	0.0
5pUTR-Rv0612	5pUTR	706078	706327	0.0	1.353851068210138	0.0
PROM-156	promoter	706176	706296	0.0	1.3547946575547511	0.0
repeat-region19	repeat-region	706790	706863	0.0	1.3081132760237941	0.0
repeat-region20	repeat-region	709425	709548	0.0	1.3197017762476198	0.0
PROM-1958	promoter	709448	709568	3.0169690079517864e-09	1.3256198561924561	1.7347717234272864e-05
repeat-region21	repeat-region	709585	709663	0.0	1.2780803462527413	0.0
PROM-242	promoter	710289	710409	8.471735507553646e-09	1.2642248477306182	-6.11205386785163e-05
5pUTR-Rv0615	5pUTR	710339	710348	0.0	1.1935496040981333	0.0
repeat-region22	repeat-region	711624	711702	0.0	1.2733709754492168	0.0
Rv0618	pseudogene	711638	712719	7.896535070273103e-08	1.317894346610225	0.00011146242635740045
PROM-1237	promoter	716344	716464	0.0	1.3639718592666783	0.0
PROM-1580	promoter	716363	716483	0.0	1.3611787869517755	0.0
5pUTR-Rv0623	5pUTR	716394	716413	0.0	1.2798542258336671	0.0
PROM-1381	promoter	717966	718086	0.0	1.3132983032024632	0.0
PROM-1582	promoter	717978	718098	0.0	1.328328055204799	0.0
5pUTR-Rv0626	5pUTR	718016	718028	0.0	1.3516811946858955	0.0
PROM-1733	promoter	729211	729331	0.0	1.3712718019030732	0.0
5pUTR-Rv0632c	5pUTR	729281	729513	7.326750872671539e-10	1.3249108999663415	-5.288754822030395e-06
PROM-1557	promoter	729443	729563	2.857137249012709e-09	1.3683464754589207	-8.82695676940326e-07
PROM-1707	promoter	730966	731086	0.0	1.3595019840531561	0.0
5pUTR-Rv0634c	5pUTR	731036	731181	0.0	1.3534766620760754	0.0
PROM-1417	promoter	731111	731231	0.0	1.3364766982801792	0.0
Rvnt06	tRNA	731494	731566	0.0	1.3736315168471536	0.0
Rvnt07	tRNA	731603	731676	0.0	1.3737125602849587	0.0
PROM-1608	promoter	731883	732003	2.675670351948156e-09	1.362762957088705	1.1206275691011403e-05
PROM-1555	promoter	733318	733438	0.0	1.3569079508812107	0.0
5pUTR-Rvnt08	5pUTR	733368	733527	0.0	1.3353620763184408	0.0
Rvnt08	tRNA	733524	733596	0.0	1.3577964876718638	0.0
PROM-1195	promoter	733629	733749	0.0	1.3125770367652216	0.0
5pUTR-Rv0638	5pUTR	733679	733740	0.0	1.3065402633659369	0.0
PROM-378	promoter	734057	734177	0.0	1.3667187781852932	0.0
5pUTR-Rv0639	5pUTR	734107	734257	0.0	1.3574776028775877	0.0
terminator10021	TRITSite	736224	736305	0.0	1.2935995925841353	0.0
terminator10082	TRITSite	736226	736307	0.0	1.2840644534055587	0.0
PROM-153	promoter	737189	737309	0.0	1.364306035898519	0.0
5pUTR-Rv0642c	5pUTR	737206	737259	0.0	1.3207345904911376	0.0
PROM-1205	promoter	740135	740255	0.0	1.3651067121084408	0.0
5pUTR-Rv0645c	5pUTR	740190	740205	0.0	1.180304556994621	0.0
PROM-401	promoter	748013	748133	3.1112347143036345e-09	1.3374762584590376	1.859587925495676e-05
5pUTR-Rv0651	5pUTR	748063	748279	1.1469301619548844e-09	1.3054782572296242	1.3097613255019791e-05
PROM-888	promoter	753563	753683	0.0	1.3744480901848877	0.0
5pUTR-Rv0657c	5pUTR	753620	753633	0.0	1.2540419017334485	0.0
5pUTR-Rv0657c-2	5pUTR	753620	754068	0.0	1.3375371362308142	0.0
PROM-1015	promoter	753998	754118	0.0	1.3300443618186903	0.0
terminator10050	TRITSite	755257	755338	7.647658234466448e-08	1.2731837976915203	0.00013431558510390573
terminator10110	TRITSite	755259	755340	7.647658234466448e-08	1.261692205208801	0.00013431558510390573
PROM-9	promoter	755988	756108	0.0	1.3531493936486165	0.0
5pUTR-Rv0663	5pUTR	756038	756140	0.0	1.3388251494341084	0.0
PROM-1033	promoter	756068	756188	0.0	1.3412361260374588	0.0
5pUTR-Rv0663-2	5pUTR	756118	756140	0.0	1.3377873348080627	0.0
PROM-1462	promoter	759548	759668	0.0	1.3411639107894662	0.0
5pUTR-Rv0667	5pUTR	759598	759810	0.0	1.36235192346859	0.0
terminator10033	TRITSite	767316	767397	0.0	1.3380597281874498	0.0
terminator10115	TRITSite	767318	767399	0.0	1.3423245953518868	0.0
PROM-232	promoter	769585	769705	0.0	1.358910427685502	0.0
5pUTR-Rv0669c	5pUTR	769600	769655	0.0	1.334877681829159	0.0
PROM-1686	promoter	769745	769865	0.0	1.3569730482227134	0.0
PROM-1852	promoter	771437	771557	0.0	1.3816394873015458	0.0
PROM-650	promoter	774454	774574	0.0	1.2749618567802097	0.0
5pUTR-Rv0675	5pUTR	774504	774786	0.0	1.3124847112515938	0.0
PROM-1864	promoter	778943	779063	0.0	1.3653185344609047	0.0
PROM-548	promoter	780404	780524	0.0	1.3364941937420167	0.0
5pUTR-Rv0680c	5pUTR	780419	780474	0.0	1.2844386684080409	0.0
PROM-761	promoter	780540	780660	0.0	1.3394390079603211	0.0
5pUTR-Rv0681	5pUTR	780590	780724	0.0	1.2571240428224792	0.0
PROM-367	promoter	781313	781433	0.0	1.3083390110962023	0.0
5pUTR-Rv0682	5pUTR	781363	781563	0.0	1.3558979434360952	0.0
PROM-612	promoter	784701	784821	0.0	1.3495235416976252	0.0
5pUTR-Rv0685	5pUTR	784751	784824	0.0	1.329498829342982	0.0
terminator10070	TRITSite	786017	786092	0.0	1.368775764611475	0.0
terminator10142	TRITSite	786019	786094	0.0	1.368775764611475	0.0
PROM-772	promoter	786073	786193	0.0	1.3659654110719004	0.0
5pUTR-Rv0686	5pUTR	786123	786152	0.0	1.2988948114555028	0.0
PROM-211	promoter	787036	787156	0.0	1.333788941459789	0.0
5pUTR-Rv0687	5pUTR	787086	787102	0.0	1.1499171377909276	0.0
5pUTR-Rv0690c	5pUTR	791076	791275	0.0	1.3544970671128875	0.0
PROM-1202	promoter	791205	791325	0.0	1.38122942340908	0.0
PROM-1526	promoter	791397	791517	2.7023747128929188e-09	1.3697160869756568	-1.0549084976274603e-05
5pUTR-Rv0692-2	5pUTR	791447	791834	2.3562951589894965e-10	1.3651514731634384	1.300849713170571e-06
PROM-303	promoter	791629	791749	0.0	1.351345355254059	0.0
PROM-158	promoter	791666	791786	2.919747887908386e-09	1.3762586567064585	-1.0522456246997436e-05
5pUTR-Rv0691c	5pUTR	791669	791699	0.0	1.2819959190117252	0.0
5pUTR-Rv0692	5pUTR	791716	791834	3.538004722525301e-09	1.3686288777025517	-1.0629554718866174e-05
repeat-region23	repeat-region	795467	795518	0.0	1.2283607358602577	0.0
PROM-523	promoter	800156	800276	0.0002842225156006184	1.3168128177655634	-0.0050598036408049385
5pUTR-Rv0700	5pUTR	800206	800490	0.0	1.3135421453619442	0.0
PROM-132	promoter	801323	801443	0.0	1.3529453393285293	0.0
5pUTR-Rv0702	5pUTR	801373	801465	0.0	1.3391044795954734	0.0
repeat-region24	repeat-region	802429	802477	0.0	1.2196462076045176	0.0
terminator10019	TRITSite	806163	806244	1.2213543509886904e-07	1.3018424267047224	6.364651793933085e-05
terminator10101	TRITSite	806165	806246	1.2314118297274135e-07	1.288019102755075	7.870049871436247e-05
PROM-358	promoter	806254	806374	2.9333445672463654e-09	1.375534992194254	-5.387464166284328e-06
5pUTR-Rv0711	5pUTR	806304	806338	3.137606557901407e-08	1.3635962212163195	-3.7644093397903866e-05
PROM-1779	promoter	808699	808819	0.0	1.3251381120915355	0.0
PROM-574	promoter	811181	811301	3.2207153610741557e-09	1.3587621435713984	-1.5916704648955005e-05
5pUTR-Rv0714	5pUTR	811231	811376	2.1808700401138026e-09	1.335661944908359	-1.4967144203015259e-05
repeat-region25	repeat-region	812835	812921	0.0	1.2643049155309434	0.0
repeat-region26	repeat-region	812922	812975	0.0	1.3042308563943894	0.0
PROM-1457	promoter	813573	813693	0.0	1.3580916403741288	0.0
5pUTR-Rv0720	5pUTR	813623	813943	0.0	1.3568722371997408	0.0
terminator10046	TRITSite	815628	815709	1.82128801651249e-07	1.345449823148103	-2.8163522322099954e-05
terminator10102	TRITSite	815630	815711	1.7470451507684004e-07	1.3323091169250054	-9.140571092858263e-06
PROM-1021	promoter	818443	818563	0.0	1.3124612387156889	0.0
5pUTR-Rv0725c	5pUTR	818447	818513	0.0	1.3033979806695393	0.0
PROM-1490	promoter	819607	819727	0.0	1.382805329838224	0.0
5pUTR-Rv0726c	5pUTR	819643	819677	0.0	1.3782833653357103	0.0
PROM-1811	promoter	821460	821580	0.0	1.3306796568162922	0.0
PROM-1474	promoter	824668	824788	0.0	1.3227254806401127	0.0
5pUTR-Rv0732	5pUTR	824718	824803	0.0	1.2966416966630485	0.0
PROM-638	promoter	828663	828783	2.9317899219449828e-09	1.3206191464529542	1.3024539871842045e-05
5pUTR-Rv0737	5pUTR	828713	829210	0.0	1.332587207282345	0.0
terminator10036	TRITSite	829698	829779	0.0	1.3231742688745798	0.0
terminator10125	TRITSite	829700	829781	0.0	1.3156806762397544	0.0
PROM-85	promoter	831492	831612	0.0	1.3740528974242647	0.0
PROM-852	promoter	831527	831647	0.0	1.3769157308808566	0.0
5pUTR-Rv0740	5pUTR	831542	831779	0.0	1.367766200913632	0.0
PROM-1038	promoter	831552	831672	0.0	1.3785126857242256	0.0
5pUTR-Rv0740-2	5pUTR	831577	831779	0.0	1.3651273350154973	0.0
5pUTR-Rv0740-3	5pUTR	831602	831779	0.0	1.3581310490780478	0.0
IS2	IS1557'-1	832352	832868	1.0994118948559617e-09	1.3576640469247605	-9.120396956996402e-06
PROM-1289	promoter	832378	832498	1.684045419780844e-08	1.3485650717205822	-4.2149962725945844e-05
5pUTR-Rv0741	5pUTR	832428	832537	0.0	1.3373639833447015	0.0
5pUTR-Rv0743c	5pUTR	834446	834706	0.0	1.333226076300383	0.0
PROM-404	promoter	834636	834756	0.0	1.3326176202705682	0.0
PROM-1618	promoter	834879	834999	3.494172458040623e-07	1.3739907509968128	0.00012323681137432763
PROM-60	promoter	838328	838448	0.0	1.33903294662312	0.0
5pUTR-Rv0747	5pUTR	838378	838454	0.0	1.3413737438316788	0.0
PROM-1589	promoter	840900	841020	0.0	1.360205874142966	0.0
PROM-839	promoter	841849	841969	0.0	1.348809979000829	0.0
5pUTR-Rv0749A	5pUTR	841877	842013	1.5901845690224903e-07	1.3309760702741733	-0.00011699663035086294
5pUTR-Rv0749A-2	5pUTR	841877	841919	0.0	1.2283876654281585	0.0
PROM-821	promoter	841943	842063	1.6440112227122938e-07	1.3521447522356245	-5.223315718183574e-05
terminator10008	TRITSite	842294	842375	0.0	1.3607536157715923	0.0
terminator10086	TRITSite	842296	842377	0.0	1.3568407091633066	0.0
5pUTR-Rv0751c	5pUTR	843234	843351	0.0	1.3311243062565499	0.0
PROM-748	promoter	843281	843401	0.0	1.3495287047281093	0.0
PROM-1118	promoter	845926	846046	3.355718813935482e-09	1.3624912898298138	-2.0684260401138133e-06
5pUTR-Rv0753c	5pUTR	845956	845996	0.0	1.3349579440528545	0.0
PROM-1459	promoter	850006	850126	0.0	1.3504411972303068	0.0
5pUTR-Rv0755c	5pUTR	850043	850508	1.1282177969640372e-09	1.3581729200960102	2.9600697883935823e-06
5pUTR-Rv0755c-2	5pUTR	850043	850076	0.0	1.226865394226893	0.0
PROM-1017	promoter	850438	850558	0.0	1.3597307690031728	0.0
Rvnt09	tRNA	850642	850713	0.0	1.3679640642810778	0.0
PROM-1354	promoter	850656	850776	0.0	1.3716497780542147	0.0
5pUTR-Rvnt09	5pUTR	850716	850726	0.0	1.3421131789143999	0.0
PROM-1678	promoter	851399	851519	0.0	1.3219383188190683	0.0
5pUTR-Rv0756c	5pUTR	851469	851740	0.0	1.3759290655473886	0.0
PROM-1303	promoter	851501	851621	0.0	1.3763321987686745	0.0
5pUTR-Rv0757	5pUTR	851551	851611	0.0	1.3706674322502468	0.0
PROM-1683	promoter	851561	851681	0.0	1.3720015456509074	0.0
PROM-847	promoter	851670	851790	0.0	1.3583833919017407	0.0
PROM-1067	promoter	855825	855945	0.0	1.3603958750904541	0.0
5pUTR-Rv0761c	5pUTR	855829	855895	0.0	1.3618678667043536	0.0
PROM-1041	promoter	860734	860854	0.0	1.3468267635822002	0.0
5pUTR-Rv0768	5pUTR	860784	860915	0.0	1.340389381219274	0.0
repeat-region27	repeat-region	863155	863255	0.0	1.2334934521496037	0.0
PROM-1984	promoter	864539	864659	0.0	1.3686602010934439	0.0
PROM-373	promoter	868234	868354	0.0	1.329025038562353	0.0
5pUTR-Rv0775	5pUTR	868284	868410	0.0	1.3452363316686482	0.0
PROM-522	promoter	873039	873159	0.0	1.2944395907932593	0.0
5pUTR-Rv0780	5pUTR	873089	873346	7.536532509178073e-10	1.330384760712794	-8.412796429879688e-06
PROM-1712	promoter	873296	873416	0.0	1.3395389895237289	0.0
PROM-134	promoter	874137	874257	0.0	1.370254645909326	0.0
5pUTR-Rv0781	5pUTR	874187	874236	0.0	1.3787962686570656	0.0
PROM-323	promoter	882407	882527	0.0	1.2407267936643378	0.0
5pUTR-Rv0787A	5pUTR	882457	882527	0.0	1.2469345168117159	0.0
PROM-1691	promoter	886579	886699	0.0	1.3736208772439813	0.0
5pUTR-Rv0792c	5pUTR	886649	886882	0.0	1.3550980620211546	0.0
PROM-464	promoter	886812	886932	0.0	1.3060332011022677	0.0
PROM-1364	promoter	888595	888715	0.0	1.320859785770093	0.0
5pUTR-Rv0794c	5pUTR	888639	888665	0.0	1.3512097306781936	0.0
repeat-region28	repeat-region	889017	889020	0.0016286530587403536	0.563963797677546	0.002042817461078983
repeat-region29	repeat-region	889021	889048	0.0	1.3106063908583878	0.0
IS3	IS6110-1	889021	890375	0.0	1.3437818376230595	0.0
repeat-region30	repeat-region	890348	890375	0.0	1.3181602554389	0.0
repeat-region31	repeat-region	890376	890379	0.0	0.5623351446188056	0.0
IS4	IS1547-1	890388	891479	1.1887855699832528e-09	1.3241104336951777	3.7207625874779993e-06
PROM-1777	promoter	894584	894704	1.1218477535823723e-08	1.3568150703783717	2.653682460368456e-05
PROM-1917	promoter	895561	895681	0.0	1.3429903734020077	0.0
5pUTR-Rv0802c	5pUTR	895631	895862	0.0	1.3145997277420711	0.0
PROM-1185	promoter	895792	895912	0.0	1.3066005406940833	0.0
PROM-1269	promoter	898745	898865	0.0	1.3601724840297105	0.0
5pUTR-Rv0805	5pUTR	898795	898834	0.0	1.3790101261277248	0.0
5pUTR-Rv0810c	5pUTR	905090	905166	0.0	1.3653097933301745	0.0
PROM-370	promoter	905096	905216	0.0	1.317242764293665	0.0
PROM-1794	promoter	906273	906393	0.0	1.3239506553921108	0.0
PROM-1007	promoter	910860	910980	8.988320587821619e-09	1.3410813133472785	8.263560696941674e-06
5pUTR-Rv0818	5pUTR	910910	910975	7.622843134491575e-09	1.3466430967288927	4.680992812367002e-06
PROM-1967	promoter	914132	914252	4.858260299611672e-08	1.3796503684340138	2.2237491313359392e-05
5pUTR-Rv0822c	5pUTR	916314	916426	0.0	1.2949841536906446	0.0
PROM-810	promoter	916356	916476	0.0	1.357518949249704	0.0
5pUTR-Rv0823c	5pUTR	917649	917928	0.0	1.3084973651899385	0.0
PROM-185	promoter	917858	917978	0.0	1.3554047154808668	0.0
RVnc0002	ncRNA	918264	918458	0.0	1.3531669483631847	0.0
PROM-355	promoter	918713	918833	0.0	1.3578266974738737	0.0
5pUTR-Rv0824c	5pUTR	918753	918783	0.0	1.3475052386858404	0.0
PROM-128	promoter	919528	919648	0.0	1.3763954821382152	0.0
5pUTR-Rv0826	5pUTR	919578	919637	0.0	1.3610569843104612	0.0
PROM-1842	promoter	921066	921186	0.0	1.3502266896813575	0.0
IS5	IS1605'	921575	921862	9.584033677789705e-09	1.320645691292201	1.7612603437910934e-06
PROM-718	promoter	921679	921799	0.0	1.2886149946288858	0.0
5pUTR-Rv0830	5pUTR	921729	921973	1.1813738820531938e-08	1.3525955672516472	-6.791801311356593e-07
PROM-1897	promoter	923642	923762	0.0	1.3693096947432442	0.0
PROM-826	promoter	923682	923802	2.4319494418278964e-08	1.36305313699351	-2.460693516931345e-05
5pUTR-Rvnt11-2	5pUTR	923732	924002	5.149572601670371e-09	1.3552701508911924	-1.730410897970991e-05
Rvnt10	tRNA	923803	923875	0.0	1.3667369636187514	0.0
PROM-1292	promoter	923888	924008	0.0	1.3365217162487781	0.0
PROM-475	promoter	923904	924024	0.0	1.343894903074724	0.0
5pUTR-Rvnt11-3	5pUTR	923938	924002	0.0	1.3391907772509726	0.0
5pUTR-Rvnt11	5pUTR	923954	924002	0.0	1.3329621800247244	0.0
Rvnt11	tRNA	923999	924072	0.0	1.3403858193018579	0.0
Rvnt12	tRNA	924110	924183	0.0	1.2463984751583326	0.0
Rvnt13	tRNA	924213	924286	0.0	1.3312259256449122	0.0
PROM-363	promoter	924827	924947	0.0	1.3451549853265288	0.0
5pUTR-Rv0832	5pUTR	924877	924954	0.0	1.331455439720353	0.0
PROM-956	promoter	924942	925062	0.0	1.3172766713418247	0.0
5pUTR-Rv0833	5pUTR	924992	925364	4.1788240645601604e-09	1.2681923130534585	-6.99025088368721e-08
PROM-864	promoter	930459	930579	0.0	1.3669771948766192	0.0
5pUTR-Rv0834c	5pUTR	930488	930529	0.0	1.326625676187823	0.0
PROM-1058	promoter	930745	930865	0.0	1.329025038562353	0.0
5pUTR-Rv0835	5pUTR	930795	930956	0.0	1.3354239190751562	0.0
PROM-1491	promoter	934008	934128	0.0	1.3744480901848874	0.0
5pUTR-Rv0837c	5pUTR	934034	934078	0.0	1.2808711539943682	0.0
PROM-1704	promoter	934673	934793	0.0	1.3177551019445506	0.0
PROM-97	promoter	935504	935624	0.0	1.373786255594706	0.0
5pUTR-Rv0839	5pUTR	935554	935580	0.0	1.3066599421246343	0.0
PROM-1268	promoter	937276	937396	0.0	1.3502419524839473	0.0
5pUTR-Rv0840c	5pUTR	937320	937346	0.0	1.3788732731316438	0.0
terminator10073	TRITSite	937329	937412	0.0	1.3504814029506442	0.0
terminator10146	TRITSite	937331	937414	0.0	1.349750907959448	0.0
PROM-1497	promoter	937912	938032	0.0	1.3487934800976211	0.0
5pUTR-Rv0842	5pUTR	937962	938115	0.0	1.3483969941891738	0.0
5pUTR-Rv0846c	5pUTR	944197	944305	0.0	1.3306008477361537	0.0
PROM-1221	promoter	944235	944355	0.0	1.3693096947432442	0.0
IS6	IS1606'	947311	947641	0.0	1.3497644045712458	0.0
PROM-1997	promoter	948401	948521	6.269423056037837e-06	1.282449363088331	0.0005525383188520472
PROM-1931	promoter	951051	951171	0.0	1.3473201084261963	0.0
PROM-1607	promoter	951136	951256	3.0624314195648594e-09	1.3755349923233406	-7.452663574436524e-06
PROM-285	promoter	951171	951291	2.7719884165833264e-09	1.3745160021145286	-2.5601987208023758e-06
5pUTR-Rv0855	5pUTR	951221	951635	6.116858686233684e-10	1.3514671633997475	3.178519693225468e-06
PROM-1983	promoter	954853	954973	0.00033024809971593516	1.3061666576821749	0.007650384649102171
PROM-872	promoter	954964	955084	1.232238233672689e-08	1.3786622819114884	-9.451555149198043e-06
PROM-1358	promoter	954984	955104	1.29244106528148e-08	1.3751947782511134	-3.989954072525226e-06
5pUTR-Rv0859	5pUTR	955014	955080	4.2711886694135615e-08	1.375017426043283	2.595689747153518e-05
5pUTR-Rv0859-2	5pUTR	955034	955080	0.0	1.374767896997411	0.0
terminator10020	TRITSite	958449	958530	0.0	1.361241550814266	0.0
terminator10077	TRITSite	958451	958532	0.0	1.3493900151070788	0.0
repeat-region32	repeat-region	960173	960225	0.0	1.2830882613190748	0.0
repeat-region33	repeat-region	960226	960278	0.0	1.2830882613190748	0.0
repeat-region34	repeat-region	960279	960333	3.971538549113474e-06	1.2228945698714893	0.0008143733685378463
5pUTR-Rv0867c	5pUTR	965538	965809	4.440920409187754e-10	1.3368575139960543	-1.229292081794675e-06
PROM-1391	promoter	965739	965859	0.0	1.352543048636095	0.0
PROM-942	promoter	967679	967799	0.0	1.3294147355262076	0.0
PROM-808	promoter	967681	967801	0.0	1.3373645392773235	0.0
5pUTR-Rv0871	5pUTR	967729	967901	0.0	1.3442309319084358	0.0
5pUTR-Rv0870c	5pUTR	967736	967751	0.0	1.2450168892524398	0.0
PROM-1380	promoter	967774	967894	0.0	1.3503202976004716	0.0
5pUTR-Rv0871-2	5pUTR	967824	967901	0.0	1.3450564432672432	0.0
PROM-906	promoter	970215	970335	0.0	1.3613807065972297	0.0
5pUTR-Rv0872c	5pUTR	970247	970285	0.0	1.283153791995226	0.0
PROM-1032	promoter	970253	970373	0.0	1.360329748512115	0.0
5pUTR-Rv0873-2	5pUTR	970303	970508	0.0	1.347285170500756	0.0
PROM-281	promoter	970408	970528	0.0	1.3637560158310356	0.0
5pUTR-Rv0873	5pUTR	970458	970508	0.0	1.3217728617647095	0.0
PROM-1312	promoter	976007	976127	0.0	1.3143599215657948	0.0
5pUTR-Rv0877	5pUTR	976057	976078	0.0	1.2734030910209624	0.0
PROM-1604	promoter	978887	979007	0.0	1.347916928695095	0.0
PROM-1197	promoter	981244	981364	0.0	1.3544746188977008	0.0
5pUTR-Rv0883c	5pUTR	981270	981314	0.0	1.3229764481529525	0.0
PROM-1801	promoter	982487	982607	0.0	1.3039477661018328	0.0
PROM-797	promoter	985956	986076	0.0	1.362312962739466	0.0
5pUTR-Rv0887c	5pUTR	985974	986026	0.0	1.3027050574247334	0.0
PROM-399	promoter	987007	987127	0.0	1.352070768745531	0.0
5pUTR-Rv0888	5pUTR	987057	987236	0.0	1.370840730889891	0.0
PROM-1986	promoter	989794	989914	0.0	1.345102674542428	0.0
PROM-492	promoter	989818	989938	0.0	1.3347598648119399	0.0
5pUTR-Rv0889c	5pUTR	989864	989888	0.0	1.3241248347898464	0.0
